"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"hsa00010.xml-1",0.174913693901036,0.217329545454545,0.235384615384615,0.234567901234568,0.242088607594937,0.294230769230769,0.150793650793651,0.330434782608696,0.14010989010989,0.161904761904762,0.219827586206897,0.277173913043478,0.235023041474654,0.182142857142857,0.263793103448276,0.23030303030303,0.308316430020284,0.1875,0.142857142857143,0.272727272727273,0.217329545454545,0.196153846153846,0.310344827586207,0.177156177156177,0.168131868131868,0.159663865546219,0.167763157894737,0.287593984962406,0.28125,0.226865671641791,0.253731343283582,0.207598371777476,0.151243781094527,0.283858998144712,0.225185185185185,0.173863636363636,0.166666666666667,0.228358208955224,0.190298507462687,0.235384615384615,0.151785714285714,0.149019607843137,0.195902688860435,0.194871794871795,0.224340175953079,0.217329545454545,0.160714285714286,0.164502164502164,0.220779220779221,0.198701298701299,0.146153846153846,0.242857142857143,0.20958904109589,0.183574879227053,0.151785714285714,0.223684210526316,0.147683397683398,0.186274509803922,0.289772727272727,0.237871674491393,0.158385093167702,0.154545454545455,0.160676532769556,0.157349896480331,0.196153846153846,0.198701298701299,0.225,0.166666666666667,0.183574879227053,0.156122448979592,0.1275,0.274193548387097,0.162393162393162,0.178403755868545,0.228017883755589,0.273214285714286,0.195902688860435,0.161904761904762,0.210743801652893,0.132467532467532,0.215909090909091,0.148727984344423,0.283333333333333,0.400313971742543,0.245192307692308,0.172297297297297,0.26984126984127,0.213986013986014,0.186274509803922,0.133333333333333,0.144761904761905,0.139705882352941,0.283333333333333,0.191919191919192,0.205405405405405,0.187654320987654,0.246376811594203,0.205645161290323,0.28544776119403,0.346153846153846
"hsa00010.xml-2",0.979708761040821,0.968720468720469,0.969656231995391,0.981220657276995,0.921513269339356,0.95625,0.972390572390572,0.994565820117556,0.993674089068826,0.955772113943028,0.90318772136954,0.927272727272727,0.967633928571428,0.982993197278912,0.97787610619469,1,0.915437561455261,0.929873772791024,0.821634062140391,0.907954545454545,0.945,0.967447306791569,0.940711462450593,0.88899950223992,0.959395559210526,1,0.936188811188811,0.944055944055944,0.969298245614035,0.962460425146992,0.930405405405405,0.983060747663551,0.967515364354697,0.970108695652174,0.982626262626263,0.95558639833449,0.982373678025852,0.95937840785169,0.968978102189781,0.90379746835443,0.933238636363636,0.965079365079365,0.933141542002301,0.987715862560085,0.944444444444444,1,0.942360728075014,0.943813418143268,0.974950560316414,0.923048510219158,0.98160469667319,0.966315789473684,0.959581881533101,0.955163043478261,0.949370503597122,0.968354430379747,0.957973626790627,0.939027665860865,0.971590909090909,0.993325917686318,0.916391639163916,0.970890410958904,0.922143579373104,0.942332436542286,0.978214539426948,0.957509881422925,0.955025608194622,0.960695239976299,1,0.980769230769231,0.966758241758242,0.962814645308924,1,0.797095603065752,0.960869565217391,0.957746478873239,0.938311688311688,0.930214115781126,0.966315789473684,0.965661103979461,0.954656862745098,0.961818961818962,0.920208500400962,0.96469104665826,0.904639175257732,0.924635620334163,0.96119733924612,1,0.95535858178888,0.897222222222222,0.964179104477612,0.894117647058823,0.907627118644068,1,0.973083078713808,0.968477531857813,0.95625,0.890753424657534,0.960090361445783,0.993407252022775
"hsa00010.xml-3",0.979708761040821,0.968720468720469,1,0.981220657276995,0.921513269339356,1,0.972390572390572,1,0.993674089068826,0.955772113943028,0.973404255319149,0.943150684931507,0.991258741258741,0.989224137931035,1,1,0.947214076246334,0.99498933901919,0.987494957644211,0.98972602739726,0.998239436619718,0.967447306791569,0.992790194664744,0.935606060606061,0.992790194664744,1,0.936188811188811,0.944055944055944,0.997056968677738,0.962460425146992,0.998121972916873,1,0.967515364354697,0.970108695652174,0.982626262626263,0.961094224924012,0.982373678025852,1,0.968978102189781,0.999172185430464,0.933238636363636,0.987012987012987,0.954325955734406,0.987715862560085,0.983876980428705,1,0.989224137931035,0.96570728720147,0.994152046783626,0.923328056984567,0.98160469667319,1,1,0.98320292123109,0.962937062937063,0.989120151371807,0.970319634703196,0.977355325691921,0.971590909090909,0.997105923210496,0.954710144927536,0.993506493506493,1,0.945273631840796,0.993157894736842,0.989792984473836,1,0.978960927436668,1,0.999183673469388,0.966758241758242,1,1,0.95689287238583,0.960945529290853,1,0.963031914893617,0.992585727525487,0.998239436619718,0.969290239450231,0.968269230769231,0.96222498962225,1,0.999093052784328,0.929178734934131,0.970580123195734,0.989120151371807,1,0.970360237118103,0.991911764705882,0.979416502595311,0.981172673480366,0.907627118644068,1,1,0.968477531857813,1,0.972065348931021,0.982222222222222,0.993407252022775
"hsa00010.xml-4",0.979708761040821,0.968720468720469,0.969656231995391,0.981220657276995,0.921513269339356,1,0.972390572390572,0.994565820117556,0.993674089068826,0.955772113943028,0.973404255319149,0.927272727272727,0.970108695652174,0.989224137931035,1,1,0.934426229508197,0.977459016393443,0.89639683624646,0.907954545454545,0.989671361502347,0.967447306791569,0.992790194664744,0.935606060606061,0.959395559210526,1,0.936188811188811,0.946061643835616,0.977982954545455,0.962460425146992,0.9945,1,0.967515364354697,0.970108695652174,0.986159169550173,0.95558639833449,0.982373678025852,0.97236805747444,0.968978102189781,0.999172185430464,0.933238636363636,0.965079365079365,0.933141542002301,0.987715862560085,0.944444444444444,1,0.946356275303644,0.96570728720147,0.974950560316414,0.923048510219158,0.98160469667319,1,0.998260113092649,0.98320292123109,0.949370503597122,0.974941875484371,0.957973626790627,0.977355325691921,0.971590909090909,0.997105923210496,0.954710144927536,0.970890410958904,0.922143579373104,0.942332436542286,0.993157894736842,0.957509881422925,0.960389610389611,0.963497267759563,1,0.993415637860082,0.966758241758242,1,1,0.883370756835293,0.960945529290853,0.957746478873239,0.963031914893617,0.986793611793612,0.983696900114811,0.965661103979461,0.968269230769231,0.961818961818962,0.973325892857143,0.974219599316664,0.929178734934131,0.967908902691511,0.989120151371807,1,0.970360237118103,0.998889300259163,0.964179104477612,0.915306915306915,0.907627118644068,1,0.980645161290323,0.968477531857813,1,0.972065348931021,0.982222222222222,0.993407252022775
"hsa00020.xml-1",0.680851063829787,0.780612244897959,0.894736842105263,0.888211382113821,0.814792899408284,0.608108108108108,0.678571428571428,0.777807702666307,0.684257602862254,0.547406082289803,0.74512987012987,0.628767123287671,0.608695652173913,0.782858970259034,0.554347826086956,0.786823529411765,0.738581146744412,0.607142857142857,0.467096336499322,0.588461538461538,0.551682692307692,0.791834387579068,0.607142857142857,0.472049689440994,0.612,0.5985935302391,0.739130434782609,0.776255707762557,0.73952738990333,0.613485280151947,0.626654064272212,0.634666666666667,0.43956043956044,0.81,0.625146886016451,0.6,0.611670020120724,0.662337662337662,0.724260355029586,0.708333333333333,0.612700228832952,0.565217391304348,0.566666666666667,0.716186252771619,0.807724367879967,0.724916387959866,0.538461538461538,0.529281418170307,0.571606475716065,0.443478260869565,0.626435089785105,0.794805194805195,0.840659340659341,0.589147286821705,0.662337662337662,0.643243243243243,0.749082007343941,0.703703703703704,0.593023255813953,0.671637669152168,0.455357142857143,0.777142857142857,0.74025974025974,0.557359874279728,0.615871190339276,0.631282820705176,0.496430889033095,0.715447154471545,0.717777777777778,0.495437150426847,0.65891472868217,0.794805194805195,0.909401709401709,0.462885420631899,0.694271128757799,0.597073170731707,0.612,0.391161431701972,0.672527472527473,0.56043956043956,0.714453584018801,0.55609756097561,0.612,0.781550480769231,0.654545454545455,0.585459183673469,0.695454545454545,0.688524590163934,0.631229235880399,0.645283018867924,0.57027417027417,0.487179487179487,0.586527929901424,0.557876905702993,0.578260869565217,0.781893004115226,0.576995600251414,0.632928847214562,0.68,0.593023255813953
"hsa00020.xml-2",0.979708761040821,0.985771812080537,1,0.981220657276995,0.921513269339356,1,1,1,0.993674089068826,1,0.984827586206897,0.979591836734694,0.991258741258741,0.989224137931035,1,1,0.998498498498498,1,0.919014084507042,0.974005305039788,0.999364964165835,0.99,0.995563442768412,0.988745482705214,0.97236805747444,1,0.966472303206997,0.944055944055944,0.999637023593467,1,0.998121972916873,1,1,1,0.993963782696177,0.9945,0.982373678025852,0.998136067101584,0.968978102189781,0.999172185430464,0.933238636363636,0.987012987012987,0.998896551724138,1,0.983876980428705,1,1,0.979020979020979,0.99170339642209,0.957746478873239,0.98160469667319,1,1,0.98320292123109,1,0.974941875484371,0.999731471535983,0.977355325691921,1,0.997105923210496,0.976595744680851,0.993506493506493,1,1,0.991253644314869,0.957509881422925,1,0.99525290554919,1,1,0.966758241758242,1,1,0.949450549450549,0.975235109717868,1,0.955503512880562,0.992585727525487,1,1,0.987350427350427,0.983011583011583,1,0.999093052784328,0.986926980304464,0.970580123195734,0.987676056338028,1,1,0.998889300259163,0.979416502595311,1,0.953956834532374,1,1,0.968477531857813,1,0.993674089068826,1,0.993407252022775
"hsa00020.xml-3",0.979708761040821,0.968720468720469,0.969656231995391,0.981220657276995,0.921513269339356,1,1,1,0.993674089068826,0.955772113943028,0.959677419354839,0.935687512329848,0.967633928571428,0.989224137931035,1,1,0.915437561455261,1,0.909574468085106,0.937998843262001,0.97781954887218,0.967447306791569,0.952785326086957,0.97841726618705,0.962814645308925,1,0.936188811188811,0.944055944055944,0.977982954545455,0.962460425146992,0.998121972916873,1,0.967515364354697,1,1,0.961094224924012,0.982373678025852,0.95937840785169,1,0.999172185430464,0.998322147651007,0.983874630933454,0.976901408450704,1,0.944444444444444,1,0.980357142857143,0.96570728720147,0.99170339642209,0.94511760513186,1,1,1,0.987350427350427,0.949370503597122,0.974941875484371,0.964047442550037,0.977355325691921,0.992177045805456,0.997105923210496,0.997448979591837,0.980092638218193,0.922143579373104,0.945273631840796,0.991253644314869,0.961789720202145,0.960389610389611,0.963497267759563,1,1,0.970319634703196,1,1,0.888624653190646,0.971484645578388,1,0.963031914893617,0.992585727525487,0.983696900114811,0.969290239450231,0.966814159292036,0.966613672496025,0.973325892857143,0.974219599316664,0.929178734934131,0.950120192307692,0.978260869565217,1,1,0.991911764705882,0.964179104477612,0.983257229832572,0.966388450259418,1,1,0.968477531857813,1,0.972065348931021,0.982222222222222,0.993407252022775
"hsa00030.xml-1",0.979708761040821,0.968720468720469,0.969656231995391,0.981220657276995,0.921513269339356,1,0.972390572390572,0.994565820117556,0.993674089068826,0.955772113943028,0.959677419354839,0.927272727272727,0.967633928571428,0.982993197278912,1,1,0.915437561455261,0.972457627118644,0.89639683624646,0.907954545454545,0.97781954887218,0.967447306791569,0.940711462450593,0.935606060606061,0.959395559210526,1,0.936188811188811,0.944055944055944,0.969298245614035,0.938271604938272,0.9945,0.983060747663551,0.967515364354697,0.970108695652174,0.982626262626263,0.95558639833449,0.982373678025852,0.971096572600332,0.968978102189781,0.999172185430464,0.933238636363636,0.965079365079365,0.933141542002301,0.987715862560085,0.944444444444444,1,0.948214285714286,0.96570728720147,0.974950560316414,0.923048510219158,0.98160469667319,0.99010989010989,0.959581881533101,0.98320292123109,0.949370503597122,0.974941875484371,0.957973626790627,0.977355325691921,0.971590909090909,0.993325917686318,0.944444444444444,0.970890410958904,0.922143579373104,0.942332436542286,0.990851151315789,0.957509881422925,0.960389610389611,0.963497267759563,1,0.993415637860082,0.966758241758242,1,1,0.883370756835293,0.960945529290853,0.957746478873239,0.955503512880562,0.948837209302326,0.983696900114811,0.965661103979461,0.954656862745098,0.961818961818962,0.968944099378882,0.96469104665826,0.921275646743979,0.924635620334163,0.96119733924612,1,0.970360237118103,0.985988583290088,0.964179104477612,0.915306915306915,0.900252171476604,1,0.980645161290323,0.968477531857813,0.990572467060427,0.972065348931021,0.982222222222222,0.993407252022775
"hsa00030.xml-2",0.979708761040821,0.968720468720469,0.969656231995391,0.981220657276995,0.921513269339356,1,0.972390572390572,0.994565820117556,0.993674089068826,0.955772113943028,0.959677419354839,0.927272727272727,0.967633928571428,0.982993197278912,0.97787610619469,1,0.915437561455261,0.972457627118644,0.89639683624646,0.907954545454545,0.97781954887218,0.967447306791569,0.940711462450593,0.88899950223992,0.959395559210526,1,0.936188811188811,0.944055944055944,0.969298245614035,0.962460425146992,0.9945,1,0.967515364354697,0.970108695652174,0.982626262626263,0.95558639833449,0.982373678025852,0.95937840785169,0.968978102189781,0.999172185430464,0.933238636363636,0.965079365079365,0.933141542002301,0.987715862560085,0.944444444444444,1,0.942360728075014,0.96570728720147,0.974950560316414,0.923048510219158,0.98160469667319,0.980769230769231,0.959581881533101,0.98320292123109,0.949370503597122,0.974941875484371,0.957973626790627,0.977355325691921,0.971590909090909,0.993325917686318,0.944444444444444,0.970890410958904,0.922143579373104,0.945273631840796,0.985683607730852,0.957509881422925,0.960389610389611,0.963497267759563,1,0.980769230769231,0.966758241758242,1,1,0.881869460112812,0.960945529290853,0.957746478873239,0.955503512880562,0.930214115781126,0.983696900114811,0.965661103979461,0.968269230769231,0.961818961818962,0.968944099378882,0.96469104665826,0.921275646743979,0.924635620334163,0.96119733924612,1,0.970360237118103,0.985988583290088,0.964179104477612,0.915306915306915,0.910714285714286,1,0.980645161290323,0.968477531857813,0.990572467060427,0.972065348931021,0.982222222222222,0.993407252022775
"hsa00030.xml-3",0.979708761040821,0.968720468720469,0.969656231995391,0.981220657276995,0.921513269339356,1,0.972390572390572,0.994565820117556,0.993674089068826,0.955772113943028,0.959677419354839,0.927272727272727,0.967633928571428,0.982993197278912,0.97787610619469,1,0.915437561455261,0.972457627118644,0.852842809364548,0.907954545454545,0.97781954887218,0.967447306791569,0.940711462450593,0.935606060606061,0.959395559210526,1,0.936188811188811,0.944055944055944,0.969298245614035,0.962460425146992,0.9945,0.983060747663551,0.967515364354697,0.970108695652174,0.982626262626263,0.95558639833449,0.982373678025852,0.95937840785169,0.968978102189781,0.999172185430464,0.933238636363636,0.965079365079365,0.933141542002301,0.987715862560085,0.944444444444444,1,0.942360728075014,0.943813418143268,0.970445344129555,0.923048510219158,0.98160469667319,0.966315789473684,0.959581881533101,0.961720974375198,0.949370503597122,0.974941875484371,0.957973626790627,0.939027665860865,0.971590909090909,0.993325917686318,0.916391639163916,0.970890410958904,0.922143579373104,0.942332436542286,0.978214539426948,0.957509881422925,0.960389610389611,0.960695239976299,1,0.980769230769231,0.966758241758242,1,1,0.883370756835293,0.960945529290853,0.957746478873239,0.938311688311688,0.930214115781126,0.966315789473684,0.965661103979461,0.954656862745098,0.961818961818962,0.968944099378882,0.96469104665826,0.904639175257732,0.924635620334163,0.96119733924612,1,0.970360237118103,0.941176470588235,0.964179104477612,0.874680306905371,0.907627118644068,1,0.980645161290323,0.968477531857813,0.990572467060427,0.972065348931021,0.982222222222222,0.993407252022775
